r_No	pu_No	r_Time
893	1572	2021-08-29 04:31
894	1575	2021-08-29 20:01
895	1588	2021-08-29 16:07
896	1613	2021-08-30 15:26
897	1616	2021-08-30 12:11
898	1635	2021-08-30 04:25
899	1640	2021-08-30 14:30
900	1648	2021-08-30 00:00
901	1650	2021-08-31 20:06
902	1661	2021-08-31 08:53
903	1676	2021-08-31 18:05
904	1679	2021-08-31 19:18
905	1681	2021-08-31 23:19
906	1686	2021-08-31 20:51
907	1717	2021-09-01 23:34
908	1718	2021-09-01 00:37
909	1732	2021-09-01 03:03
910	1742	2021-09-01 02:07
911	1754	2021-09-01 02:59
912	1778	2021-09-02 13:03
913	1782	2021-09-02 04:48
914	1789	2021-09-02 19:25
915	1791	2021-09-02 01:28
916	1799	2021-09-02 17:58
917	1812	2021-09-02 01:22
918	1821	2021-09-03 12:13
919	1827	2021-09-03 01:12
920	1861	2021-09-03 13:06
921	1867	2021-09-03 18:02
922	1870	2021-09-03 03:28
923	1893	2021-09-04 06:01
924	1905	2021-09-04 11:52
925	1910	2021-09-04 19:30
926	1914	2021-09-04 01:13
927	1922	2021-09-04 09:51
928	1923	2021-09-04 20:24
929	1930	2021-09-05 21:54
930	1936	2021-09-05 03:11
931	1939	2021-09-05 01:38
932	1957	2021-09-05 23:04
933	1970	2021-09-05 10:31
934	1991	2021-09-06 14:04
935	2002	2021-09-06 11:41
936	2018	2021-09-06 23:24
937	2030	2021-09-06 14:17
938	2034	2021-09-06 04:56
939	2039	2021-09-06 05:41
940	2045	2021-09-07 23:46
941	2060	2021-09-07 10:43
942	2073	2021-09-07 04:16
943	2083	2021-09-07 22:32
944	2086	2021-09-07 22:38
945	2092	2021-09-07 20:09
946	2104	2021-09-08 18:33
947	2107	2021-09-08 02:16
948	2111	2021-09-08 10:59
949	2118	2021-09-08 14:55
950	2119	2021-09-08 03:47
951	2161	2021-09-09 01:20
952	2168	2021-09-09 17:49
953	2169	2021-09-09 13:28
954	2180	2021-09-09 20:18
955	2188	2021-09-09 02:55
956	2205	2021-09-09 22:32
957	2211	2021-09-10 17:58
958	2231	2021-09-10 12:27
959	2232	2021-09-10 22:59
960	2244	2021-09-10 01:03
961	2248	2021-09-10 06:45
962	2249	2021-09-10 19:33
963	2271	2021-09-11 01:17
964	2299	2021-09-11 18:30
965	2308	2021-09-11 17:45
966	2313	2021-09-11 02:30
967	2317	2021-09-11 02:56
968	2322	2021-09-11 06:38
969	2330	2021-09-12 19:04
970	2354	2021-09-12 17:13
971	2368	2021-09-12 23:17
972	2369	2021-09-12 19:52
973	2374	2021-09-12 23:14
974	2390	2021-09-13 03:57
975	2405	2021-09-13 14:29
976	2408	2021-09-13 08:19
977	2409	2021-09-13 03:05
978	2411	2021-09-13 03:03
979	2440	2021-09-14 21:45
980	2452	2021-09-14 01:22
981	2456	2021-09-14 03:11
982	2474	2021-09-14 12:14
983	2479	2021-09-14 14:52
984	2483	2021-09-14 01:12
985	2506	2021-09-15 16:20
986	2513	2021-09-15 10:42
987	2537	2021-09-15 19:28
988	2542	2021-09-15 02:19
989	2545	2021-09-15 23:23
990	2551	2021-09-15 14:39
991	2558	2021-09-16 22:17
992	2582	2021-09-16 09:24
993	2586	2021-09-16 16:12
994	2594	2021-09-16 01:30
995	2596	2021-09-16 09:46
996	2597	2021-09-16 21:50
997	2616	2021-09-17 10:57
998	2624	2021-09-17 18:07
999	2626	2021-09-17 09:47
1000	2649	2021-09-17 11:02
1001	2650	2021-09-17 21:56
1002	2671	2021-09-18 22:29
1003	2678	2021-09-18 13:29
1004	2694	2021-09-18 18:43
1005	2711	2021-09-18 09:46
1006	2712	2021-09-18 01:03
1007	2713	2021-09-18 14:55
1008	2740	2021-09-19 01:55
1009	2742	2021-09-19 03:47
1010	2748	2021-09-19 22:01
1011	2763	2021-09-19 18:44
1012	2770	2021-09-19 05:19
1013	2774	2021-09-20 12:26
1014	2779	2021-09-20 16:20
1015	2802	2021-09-20 15:12
1016	2812	2021-09-20 13:20
1017	2814	2021-09-20 20:27
1018	2815	2021-09-20 13:42
1019	2837	2021-09-21 22:44
1020	2852	2021-09-21 04:33
1021	2855	2021-09-21 08:14
1022	2857	2021-09-21 15:03
1023	2859	2021-09-21 09:12
1024	2868	2021-09-21 19:11
1025	2889	2021-09-22 15:48
1026	2923	2021-09-22 02:32
1027	2928	2021-09-22 04:41
1028	2930	2021-09-22 00:40
1029	2939	2021-09-22 07:04
1030	2943	2021-09-22 03:04
1031	2946	2021-09-23 21:38
1032	2952	2021-09-23 23:29
1033	2960	2021-09-23 16:20
1034	2967	2021-09-23 00:55
1035	3000	2021-09-23 02:30
1036	3011	2021-09-24 19:58
1037	3014	2021-09-24 23:38
1038	3015	2021-09-24 15:48
1039	3022	2021-09-24 10:27
1040	3042	2021-09-24 15:22
1041	3045	2021-09-24 03:34
1042	3058	2021-09-25 01:00
1043	3059	2021-09-25 15:26
1044	3063	2021-09-25 10:48
1045	3084	2021-09-25 07:54
1046	3088	2021-09-25 20:01
1047	3123	2021-09-26 09:57
1048	3135	2021-09-26 13:35
1049	3139	2021-09-26 23:27
1050	3148	2021-09-26 20:52
1051	3149	2021-09-26 00:20
1052	3165	2021-09-26 21:19
1053	3190	2021-09-27 12:14
1054	3197	2021-09-27 17:27
1055	3203	2021-09-27 04:40
1056	3204	2021-09-27 23:30
1057	3205	2021-09-27 22:57
1058	3222	2021-09-28 21:21
1059	3233	2021-09-28 05:18
1060	3249	2021-09-28 10:33
1061	3256	2021-09-28 12:25
1062	3266	2021-09-28 12:44
1063	3275	2021-09-28 17:25
1064	3286	2021-09-29 17:48
1065	3293	2021-09-29 15:11
1066	3297	2021-09-29 13:51
1067	3310	2021-09-29 10:11
1068	3319	2021-09-29 00:02
1069	3331	2021-09-29 14:48
1070	3341	2021-09-30 21:44
1071	3344	2021-09-30 14:48
1072	3347	2021-09-30 23:21
1073	3348	2021-09-30 22:09
1074	3374	2021-09-30 08:20
1075	3402	2021-10-01 11:16
1076	3413	2021-10-01 23:01
1077	3416	2021-10-01 13:28
1078	3425	2021-10-01 22:28
1079	3432	2021-10-01 16:54
1080	3445	2021-10-01 21:27
1081	3453	2021-10-02 12:02
1082	3471	2021-10-02 22:20
1083	3475	2021-10-02 00:59
1084	3480	2021-10-02 14:11
1085	3497	2021-10-02 19:10
1086	3505	2021-10-03 19:18
1087	3531	2021-10-03 16:10
1088	3532	2021-10-03 23:42
1089	3540	2021-10-03 18:21
1090	3549	2021-10-03 16:25
1091	3551	2021-10-03 21:18
1092	3556	2021-10-04 05:25
1093	3557	2021-10-04 19:02
1094	3568	2021-10-04 16:41
1095	3594	2021-10-04 11:57
1096	3600	2021-10-04 04:53
1097	3632	2021-10-05 00:53
1098	3649	2021-10-05 07:49
1099	3652	2021-10-05 14:56
1100	3653	2021-10-05 02:23
1101	3662	2021-10-05 10:02
1102	5	2021-08-01 14:43
1103	9	2021-08-01 19:09
1104	20	2021-08-01 01:09
1105	24	2021-08-01 10:01
1106	32	2021-08-01 08:31
1107	46	2021-08-01 11:25
1108	62	2021-08-02 04:55
1109	68	2021-08-02 00:01
1110	84	2021-08-02 01:35
1111	90	2021-08-02 10:38
1112	105	2021-08-02 22:39
1113	111	2021-08-03 06:52
1114	128	2021-08-03 03:11
1115	136	2021-08-03 12:10
1116	139	2021-08-03 09:11
1117	141	2021-08-03 22:04
1118	172	2021-08-04 10:24
1119	197	2021-08-04 23:36
1120	200	2021-08-04 22:05
1121	206	2021-08-04 17:23
1122	207	2021-08-04 21:11
1123	209	2021-08-04 08:00
1124	223	2021-08-05 19:30
1125	231	2021-08-05 23:21
1126	232	2021-08-05 22:38
1127	249	2021-08-05 01:27
1128	253	2021-08-05 18:47
1129	254	2021-08-05 13:52
1130	283	2021-08-06 07:23
1131	297	2021-08-06 20:46
1132	314	2021-08-06 23:17
1133	315	2021-08-06 15:00
1134	327	2021-08-06 22:11
1135	339	2021-08-07 08:34
1136	354	2021-08-07 20:34
1137	356	2021-08-07 21:44
1138	369	2021-08-07 10:58
1139	374	2021-08-07 14:07
1140	391	2021-08-08 07:46
1141	395	2021-08-08 11:59
1142	399	2021-08-08 20:48
1143	420	2021-08-08 10:31
1144	426	2021-08-08 21:59
1145	427	2021-08-08 12:59
1146	438	2021-08-09 11:34
1147	447	2021-08-09 21:05
1148	450	2021-08-09 14:45
1149	476	2021-08-09 14:00
1150	487	2021-08-09 22:41
1151	493	2021-08-09 08:27
1152	501	2021-08-10 14:52
1153	505	2021-08-10 13:59
1154	522	2021-08-10 14:19
1155	541	2021-08-10 04:48
1156	547	2021-08-10 06:43
1157	553	2021-08-10 06:54
1158	558	2021-08-11 21:12
1159	570	2021-08-11 09:33
1160	574	2021-08-11 19:41
1161	580	2021-08-11 11:21
1162	589	2021-08-11 17:03
1163	616	2021-08-12 22:59
1164	627	2021-08-12 13:01
1165	629	2021-08-12 03:39
1166	650	2021-08-12 18:30
1167	663	2021-08-12 04:12
1168	664	2021-08-13 05:32
1169	667	2021-08-13 20:07
1170	674	2021-08-13 16:56
1171	699	2021-08-13 10:09
1172	703	2021-08-13 03:07
1173	711	2021-08-13 06:45
1174	729	2021-08-14 22:24
1175	733	2021-08-14 16:07
1176	734	2021-08-14 13:46
1177	748	2021-08-14 14:30
1178	766	2021-08-14 05:42
1179	780	2021-08-14 02:06
1180	803	2021-08-15 19:59
1181	813	2021-08-15 18:29
1182	816	2021-08-15 06:46
1183	818	2021-08-15 10:11
1184	819	2021-08-15 08:31
1185	841	2021-08-16 20:05
1186	843	2021-08-16 21:47
1187	847	2021-08-16 17:09
1188	864	2021-08-16 21:22
1189	867	2021-08-16 10:31
1190	886	2021-08-17 18:01
1191	889	2021-08-17 08:48
1192	899	2021-08-17 10:46
1193	926	2021-08-17 13:29
1194	928	2021-08-17 02:44
1195	933	2021-08-17 02:35
1196	944	2021-08-18 15:13
1197	952	2021-08-18 19:35
1198	955	2021-08-18 01:37
1199	957	2021-08-18 22:01
1200	961	2021-08-18 18:07
1201	962	2021-08-18 12:39
1202	999	2021-08-19 23:48
1203	1020	2021-08-19 02:05
1204	1037	2021-08-19 11:31
1205	1043	2021-08-19 20:02
1206	1047	2021-08-19 15:29
1207	1061	2021-08-20 20:40
1208	1071	2021-08-20 08:42
1209	1076	2021-08-20 02:33
1210	1079	2021-08-20 17:42
1211	1084	2021-08-20 10:41
1212	1105	2021-08-21 03:38
1213	1118	2021-08-21 06:14
1214	1122	2021-08-21 12:10
1215	1147	2021-08-21 14:59
1216	1150	2021-08-21 22:14
1217	1166	2021-08-22 14:57
1218	1170	2021-08-22 08:59
1219	1175	2021-08-22 17:38
1220	1177	2021-08-22 03:20
1221	1178	2021-08-22 15:29
1222	1186	2021-08-22 15:24
1223	1229	2021-08-23 02:55
1224	1233	2021-08-23 01:41
1225	1239	2021-08-23 12:15
1226	1243	2021-08-23 20:14
1227	1255	2021-08-23 15:24
1228	1258	2021-08-23 03:02
1229	1276	2021-08-24 10:31
1230	1291	2021-08-24 18:45
1231	1293	2021-08-24 10:57
1232	1294	2021-08-24 23:14
1233	1310	2021-08-24 19:38
1234	1313	2021-08-24 10:53
1235	1344	2021-08-25 03:13
1236	1355	2021-08-25 08:41
1237	1374	2021-08-25 21:26
1238	1377	2021-08-25 15:12
1239	1379	2021-08-25 21:31
1240	1387	2021-08-26 14:38
1241	1402	2021-08-26 14:48
1242	1410	2021-08-26 04:48
1243	1413	2021-08-26 23:12
1244	1432	2021-08-26 07:24
1245	1436	2021-08-26 08:35
1246	1443	2021-08-27 20:37
1247	1458	2021-08-27 11:46
1248	1471	2021-08-27 16:20
1249	1482	2021-08-27 18:54
1250	1483	2021-08-27 07:05
1251	1496	2021-08-28 18:41
1252	1500	2021-08-28 21:26
1253	1502	2021-08-28 19:43
1254	1524	2021-08-28 18:04
1255	1533	2021-08-28 23:32
1256	1558	2021-08-29 00:31
1257	1562	2021-08-29 23:50
1258	1565	2021-08-29 23:31
1259	1569	2021-08-29 04:52
1260	1584	2021-08-29 15:57
1261	1587	2021-08-29 01:07
1262	1597	2021-08-30 06:32
1263	1606	2021-08-30 00:34
1264	1624	2021-08-30 02:50
1265	1625	2021-08-30 07:05
1266	1631	2021-08-30 03:28
1267	1671	2021-08-31 04:59
1268	1683	2021-08-31 11:27
1269	1697	2021-08-31 01:32
1270	1701	2021-08-31 23:19
1271	1703	2021-08-31 23:29
1272	1704	2021-08-31 21:03
1273	1707	2021-09-01 03:46
1274	1709	2021-09-01 03:14
1275	1739	2021-09-01 04:39
1276	1744	2021-09-01 15:59
1277	1747	2021-09-01 10:49
1278	1763	2021-09-02 13:12
1279	1773	2021-09-02 22:41
1280	1775	2021-09-02 07:57
1281	1792	2021-09-02 19:30
1282	1798	2021-09-02 22:33
1283	1800	2021-09-02 22:10
1284	1830	2021-09-03 09:19
1285	1841	2021-09-03 15:24
1286	1843	2021-09-03 02:27
1287	1868	2021-09-03 08:41
1288	1869	2021-09-03 17:00
1289	1881	2021-09-04 11:00
1290	1889	2021-09-04 21:53
1291	1896	2021-09-04 02:10
1292	1901	2021-09-04 13:55
1293	1906	2021-09-04 10:17
1294	1927	2021-09-04 16:01
1295	1929	2021-09-05 04:32
1296	1940	2021-09-05 22:29
1297	1952	2021-09-05 10:57
1298	1965	2021-09-05 02:03
1299	1972	2021-09-05 20:16
1300	1990	2021-09-06 11:28
1301	1996	2021-09-06 01:45
1302	2013	2021-09-06 22:00
1303	2014	2021-09-06 15:12
1304	2024	2021-09-06 17:34
1305	2025	2021-09-06 08:29
1306	2046	2021-09-07 12:37
1307	2063	2021-09-07 22:59
1308	2079	2021-09-07 11:33
1309	2082	2021-09-07 08:59
1310	2094	2021-09-07 19:38
1311	2097	2021-09-08 23:06
1312	2102	2021-09-08 16:17
1313	2116	2021-09-08 02:44
1314	2120	2021-09-08 12:03
1315	2140	2021-09-08 18:31
1316	2150	2021-09-08 16:50
1317	2152	2021-09-09 08:03
1318	2164	2021-09-09 09:35
1319	2166	2021-09-09 16:59
1320	2171	2021-09-09 13:21
1321	2187	2021-09-09 16:18
1322	2192	2021-09-09 12:53
1323	2221	2021-09-10 18:38
1324	2230	2021-09-10 06:49
1325	2234	2021-09-10 09:20
1326	2239	2021-09-10 10:34
1327	2254	2021-09-10 18:52
1328	2257	2021-09-10 02:32
1329	2275	2021-09-11 15:22
1330	2280	2021-09-11 20:38
1331	2291	2021-09-11 22:52
1332	2295	2021-09-11 17:53
1333	2318	2021-09-11 09:08
1334	2320	2021-09-11 20:10
1335	2341	2021-09-12 01:02
1336	2352	2021-09-12 22:37
1337	2353	2021-09-12 01:10
1338	2358	2021-09-12 01:23
1339	2361	2021-09-12 08:54
1340	2394	2021-09-13 03:00
1341	2413	2021-09-13 03:53
1342	2414	2021-09-13 23:04
1343	2416	2021-09-13 13:36
1344	2430	2021-09-13 00:54
1345	2441	2021-09-14 03:52
1346	2444	2021-09-14 04:55
1347	2458	2021-09-14 11:17
1348	2478	2021-09-14 06:36
1349	2487	2021-09-14 07:05
1350	2488	2021-09-14 12:59
1351	2494	2021-09-15 09:30
1352	2497	2021-09-15 04:40
1353	2516	2021-09-15 18:29
1354	2520	2021-09-15 00:51
1355	2523	2021-09-15 19:05
1356	2546	2021-09-15 12:58
1357	2568	2021-09-16 06:27
1358	2570	2021-09-16 21:00
1359	2581	2021-09-16 18:57
1360	2588	2021-09-16 02:03
1361	2595	2021-09-16 00:40
1362	2611	2021-09-17 17:45
1363	2629	2021-09-17 05:45
1364	2630	2021-09-17 14:04
1365	2635	2021-09-17 07:37
1366	2646	2021-09-17 22:38
1367	2647	2021-09-17 06:22
1368	2667	2021-09-18 02:39
1369	2669	2021-09-18 12:59
1370	2689	2021-09-18 02:22
1371	2691	2021-09-18 01:32
1372	2697	2021-09-18 11:45
1373	2700	2021-09-18 21:46
1374	2738	2021-09-19 20:01
1375	2755	2021-09-19 04:37
1376	2760	2021-09-19 01:00
1377	2762	2021-09-19 11:30
1378	2765	2021-09-19 01:49
1379	2775	2021-09-20 13:01
1380	2792	2021-09-20 10:18
1381	2799	2021-09-20 12:02
1382	2806	2021-09-20 16:17
1383	2811	2021-09-20 00:21
1384	2825	2021-09-20 10:02
1385	2853	2021-09-21 17:22
1386	2864	2021-09-21 13:38
1387	2866	2021-09-21 22:53
1388	2879	2021-09-21 13:59
1389	2884	2021-09-21 23:30
1390	2895	2021-09-22 22:08
1391	2897	2021-09-22 23:48
1392	2902	2021-09-22 01:41
1393	2903	2021-09-22 10:45
1394	2933	2021-09-22 00:06
1395	2936	2021-09-22 12:33
1396	2940	2021-09-22 00:22
1397	2950	2021-09-23 14:03
1398	2975	2021-09-23 03:16
1399	2991	2021-09-23 03:19
1400	2997	2021-09-23 21:38
1401	3002	2021-09-23 04:50
1402	3017	2021-09-24 22:29
1403	3021	2021-09-24 10:30
1404	3032	2021-09-24 08:38
1405	3033	2021-09-24 17:03
1406	3048	2021-09-24 02:34
1407	3049	2021-09-24 20:31
1408	3081	2021-09-25 21:44
1409	3087	2021-09-25 16:23
1410	3095	2021-09-25 17:22
1411	3109	2021-09-25 02:43
1412	3110	2021-09-25 08:37
1413	3118	2021-09-26 10:40
1414	3124	2021-09-26 12:24
1415	3128	2021-09-26 14:39
1416	3141	2021-09-26 12:11
1417	3143	2021-09-26 12:56
1418	3155	2021-09-26 17:01
1419	3178	2021-09-27 22:44
1420	3191	2021-09-27 00:16
1421	3196	2021-09-27 19:01
1422	3198	2021-09-27 22:22
1423	3215	2021-09-27 17:21
1424	3226	2021-09-28 21:29
1425	3248	2021-09-28 16:30
1426	3252	2021-09-28 04:00
1427	3259	2021-09-28 05:26
1428	3270	2021-09-28 11:30
1429	3272	2021-09-28 19:51
1430	3292	2021-09-29 15:24
1431	3317	2021-09-29 21:15
1432	3324	2021-09-29 21:08
1433	3326	2021-09-29 19:04
1434	3329	2021-09-29 05:33
1435	3330	2021-09-29 08:53
1436	3350	2021-09-30 22:50
1437	3368	2021-09-30 08:26
1438	3372	2021-09-30 07:20
1439	3379	2021-09-30 17:34
1440	3380	2021-09-30 23:36
1441	3398	2021-10-01 23:59
1442	3405	2021-10-01 02:08
1443	3414	2021-10-01 19:40
1444	3426	2021-10-01 08:01
1445	3433	2021-10-01 09:19
1446	3447	2021-10-01 11:03
1447	3458	2021-10-02 11:50
1448	3469	2021-10-02 13:40
1449	3474	2021-10-02 14:41
1450	3478	2021-10-02 03:22
1451	3485	2021-10-02 04:14
1452	3504	2021-10-03 10:58
1453	3514	2021-10-03 17:35
1454	3518	2021-10-03 04:54
1455	3535	2021-10-03 21:12
1456	3550	2021-10-03 05:42
1457	3561	2021-10-04 17:15
1458	3569	2021-10-04 16:14
1459	3577	2021-10-04 08:58
1460	3582	2021-10-04 06:03
1461	3599	2021-10-04 20:17
1462	3605	2021-10-04 20:51
1463	3609	2021-10-05 03:37
1464	3614	2021-10-05 20:13
1465	3645	2021-10-05 22:56
1466	3651	2021-10-05 13:16
1467	3663	2021-10-05 12:00
1468	25	2021-08-01 09:18
1469	29	2021-08-01 14:59
1470	30	2021-08-01 12:19
1471	39	2021-08-01 14:59
1472	45	2021-08-01 08:53
1473	54	2021-08-01 13:30
1474	59	2021-08-02 14:55
1475	65	2021-08-02 04:55
1476	73	2021-08-02 03:25
1477	76	2021-08-02 10:09
1478	99	2021-08-02 13:41
1479	114	2021-08-03 22:37
1480	129	2021-08-03 09:03
1481	137	2021-08-03 10:06
1482	143	2021-08-03 07:59
1483	148	2021-08-03 02:19
1484	180	2021-08-04 14:42
1485	186	2021-08-04 20:54
1486	192	2021-08-04 09:49
1487	195	2021-08-04 13:07
1488	204	2021-08-04 17:17
1489	216	2021-08-04 09:21
1490	233	2021-08-05 13:18
1491	244	2021-08-05 21:39
1492	245	2021-08-05 22:34
1493	259	2021-08-05 19:47
1494	261	2021-08-05 18:25
1495	265	2021-08-05 16:43
1496	300	2021-08-06 04:54
1497	301	2021-08-06 20:06
1498	307	2021-08-06 06:22
1499	308	2021-08-06 10:07
1500	313	2021-08-06 07:58
1501	332	2021-08-07 06:36
1502	341	2021-08-07 13:49
1503	346	2021-08-07 01:02
1504	352	2021-08-07 16:48
1505	378	2021-08-07 11:02
1506	383	2021-08-08 00:13
1507	387	2021-08-08 03:17
1508	394	2021-08-08 19:47
1509	414	2021-08-08 18:14
1510	422	2021-08-08 20:34
1511	424	2021-08-08 19:59
1512	440	2021-08-09 15:17
1513	449	2021-08-09 03:47
1514	470	2021-08-09 13:17
1515	478	2021-08-09 12:43
1516	488	2021-08-09 01:56
1517	496	2021-08-10 14:05
1518	497	2021-08-10 02:09
1519	513	2021-08-10 13:13
1520	548	2021-08-10 20:17
1521	549	2021-08-10 14:05
1522	551	2021-08-10 02:24
1523	552	2021-08-10 11:06
1524	559	2021-08-11 21:42
1525	561	2021-08-11 13:30
1526	577	2021-08-11 08:10
1527	595	2021-08-11 14:37
1528	603	2021-08-11 12:57
1529	619	2021-08-12 15:36
1530	636	2021-08-12 22:17
1531	640	2021-08-12 23:37
1532	652	2021-08-12 18:25
1533	660	2021-08-12 18:14
1534	665	2021-08-13 17:38
1535	676	2021-08-13 02:51
1536	681	2021-08-13 04:26
1537	686	2021-08-13 23:42
1538	713	2021-08-13 15:47
1539	720	2021-08-13 16:22
1540	726	2021-08-14 23:19
1541	731	2021-08-14 11:42
1542	747	2021-08-14 09:08
1543	750	2021-08-14 18:36
1544	762	2021-08-14 01:50
1545	775	2021-08-14 10:07
1546	781	2021-08-15 08:04
1547	791	2021-08-15 09:00
1548	798	2021-08-15 02:59
1549	810	2021-08-15 08:13
1550	821	2021-08-15 20:45
1551	845	2021-08-16 13:22
1552	846	2021-08-16 11:03
1553	856	2021-08-16 14:25
1554	863	2021-08-16 01:42
1555	880	2021-08-16 16:20
1556	895	2021-08-17 11:56
1557	898	2021-08-17 05:49
1558	902	2021-08-17 13:26
1559	919	2021-08-17 03:12
1560	931	2021-08-17 20:51
1561	941	2021-08-17 12:04
1562	948	2021-08-18 18:27
1563	953	2021-08-18 18:32
1564	970	2021-08-18 14:46
1565	986	2021-08-18 16:22
1566	988	2021-08-18 09:22
1567	995	2021-08-18 02:34
1568	996	2021-08-19 22:02
1569	1001	2021-08-19 20:03
1570	1010	2021-08-19 23:37
1571	1022	2021-08-19 00:47
1572	1029	2021-08-19 04:17
1573	1052	2021-08-20 01:16
1574	1053	2021-08-20 01:29
1575	1063	2021-08-20 15:45
1576	1069	2021-08-20 23:59
1577	1089	2021-08-20 02:16
1578	1106	2021-08-21 12:25
1579	1109	2021-08-21 23:35
1580	1117	2021-08-21 07:53
1581	1142	2021-08-21 03:49
1582	1143	2021-08-21 22:50
1583	1172	2021-08-22 13:05
1584	1176	2021-08-22 20:56
1585	1184	2021-08-22 18:22
1586	1193	2021-08-22 02:05
1587	1194	2021-08-22 01:37
1588	1199	2021-08-22 21:02
1589	1247	2021-08-23 03:47
1590	1249	2021-08-23 19:56
1591	1254	2021-08-23 18:37
1592	1261	2021-08-23 04:14
1593	1262	2021-08-23 01:35
1594	1263	2021-08-23 16:51
1595	1270	2021-08-24 10:16
1596	1286	2021-08-24 00:35
1597	1299	2021-08-24 00:17
1598	1301	2021-08-24 01:08
1599	1318	2021-08-24 08:52
1600	1321	2021-08-24 03:35
1601	1347	2021-08-25 11:18
1602	1350	2021-08-25 03:00
1603	1359	2021-08-25 02:38
1604	1369	2021-08-25 21:59
1605	1380	2021-08-25 03:38
1606	1385	2021-08-26 08:01
1607	1388	2021-08-26 19:29
1608	1411	2021-08-26 14:35
1609	1414	2021-08-26 01:34
1610	1419	2021-08-26 06:12
1611	1434	2021-08-26 07:54
1612	1442	2021-08-27 03:53
1613	1455	2021-08-27 00:37
1614	1464	2021-08-27 16:11
1615	1466	2021-08-27 09:03
1616	1484	2021-08-27 08:09
1617	1497	2021-08-28 18:06
1618	1512	2021-08-28 15:38
1619	1523	2021-08-28 00:32
1620	1531	2021-08-28 00:00
1621	1536	2021-08-28 06:04
1622	1552	2021-08-29 10:46
1623	1560	2021-08-29 05:56
1624	1570	2021-08-29 02:41
1625	1574	2021-08-29 22:22
1626	1579	2021-08-29 09:28
1627	1590	2021-08-29 11:37
1628	1600	2021-08-30 08:24
1629	1602	2021-08-30 13:32
1630	1604	2021-08-30 13:38
1631	1627	2021-08-30 11:26
1632	1634	2021-08-30 17:40
1633	1656	2021-08-31 20:26
1634	1673	2021-08-31 01:47
1635	1694	2021-08-31 22:30
1636	1696	2021-08-31 23:14
1637	1698	2021-08-31 09:58
1638	1706	2021-09-01 07:18
1639	1713	2021-09-01 01:54
1640	1715	2021-09-01 01:36
1641	1730	2021-09-01 03:04
1642	1749	2021-09-01 19:02
1643	1751	2021-09-01 17:04
1644	1776	2021-09-02 08:42
1645	1785	2021-09-02 19:07
1646	1786	2021-09-02 21:33
1647	1804	2021-09-02 15:13
1648	1805	2021-09-02 05:31
1649	1815	2021-09-02 03:36
1650	1825	2021-09-03 16:29
1651	1849	2021-09-03 03:36
1652	1859	2021-09-03 19:45
1653	1860	2021-09-03 20:34
1654	1863	2021-09-03 22:49
1655	1888	2021-09-04 17:09
1656	1892	2021-09-04 12:39
1657	1894	2021-09-04 13:12
1658	1900	2021-09-04 19:38
1659	1903	2021-09-04 09:34
1660	1915	2021-09-04 05:16
1661	1951	2021-09-05 20:29
1662	1955	2021-09-05 00:50
1663	1963	2021-09-05 20:01
1664	1968	2021-09-05 23:23
1665	1982	2021-09-05 05:46
1666	1997	2021-09-06 15:22
1667	2003	2021-09-06 07:38
1668	2006	2021-09-06 14:02
1669	2008	2021-09-06 03:36
1670	2011	2021-09-06 19:32
1671	2019	2021-09-06 22:48
1672	2047	2021-09-07 09:06
1673	2051	2021-09-07 06:49
1674	2068	2021-09-07 07:10
1675	2087	2021-09-07 17:24
1676	2088	2021-09-07 10:34
1677	2098	2021-09-08 15:03
1678	2108	2021-09-08 01:20
1679	2112	2021-09-08 07:25
1680	2122	2021-09-08 07:41
1681	2123	2021-09-08 22:11
1682	2142	2021-09-08 08:05
1683	2183	2021-09-09 04:07
1684	2185	2021-09-09 11:09
1685	2191	2021-09-09 08:07
1686	2195	2021-09-09 23:49
1687	2201	2021-09-09 23:57
1688	2209	2021-09-09 19:07
1689	2214	2021-09-10 10:19
1690	2216	2021-09-10 11:13
1691	2240	2021-09-10 03:07
1692	2243	2021-09-10 16:00
1693	2252	2021-09-10 19:29
1694	2260	2021-09-10 19:40
1695	2274	2021-09-11 23:32
1696	2284	2021-09-11 00:17
1697	2292	2021-09-11 05:46
1698	2305	2021-09-11 06:54
1699	2315	2021-09-11 02:03
1700	2319	2021-09-11 00:01
1701	2327	2021-09-12 18:52
1702	2342	2021-09-12 04:55
1703	2349	2021-09-12 04:13
1704	2375	2021-09-12 07:28
1705	2376	2021-09-12 04:36
1706	2383	2021-09-13 19:29
1707	2402	2021-09-13 18:22
1708	2412	2021-09-13 15:39
1709	2420	2021-09-13 19:28
1710	2426	2021-09-13 21:19
1711	2446	2021-09-14 02:51
1712	2451	2021-09-14 01:33
1713	2467	2021-09-14 12:50
1714	2470	2021-09-14 13:49
1715	2472	2021-09-14 20:08
1716	2480	2021-09-14 00:04
1717	2499	2021-09-15 07:26
1718	2517	2021-09-15 07:12
1719	2518	2021-09-15 06:08
1720	2522	2021-09-15 00:17
1721	2527	2021-09-15 18:34
1722	2539	2021-09-15 22:58
1723	2566	2021-09-16 22:52
1724	2576	2021-09-16 21:43
1725	2580	2021-09-16 06:11
1726	2584	2021-09-16 20:58
1727	2599	2021-09-16 02:57
1728	2607	2021-09-17 15:25
1729	2612	2021-09-17 19:20
1730	2622	2021-09-17 20:06
1731	2627	2021-09-17 01:20
1732	2638	2021-09-17 11:17
