r_No	pu_No	r_Time
891	1369	2021-08-25 21:59
892	1385	2021-08-26 8:01
893	1411	2021-08-26 14:35
894	1414	2021-08-26 1:34
895	1434	2021-08-26 7:54
896	1455	2021-08-27 0:37
897	1466	2021-08-27 9:03
898	1497	2021-08-28 18:06
899	1512	2021-08-28 15:38
900	1531	2021-08-28 0:00
901	1552	2021-08-29 10:46
902	1570	2021-08-29 2:41
903	1579	2021-08-29 9:28
904	1590	2021-08-29 11:37
905	1602	2021-08-30 13:32
906	1627	2021-08-30 11:26
907	1656	2021-08-31 20:26
908	1694	2021-08-31 22:30
909	1696	2021-08-31 23:14
910	1706	2021-09-01 7:18
911	1715	2021-09-01 1:36
912	1749	2021-09-01 19:02
913	1776	2021-09-02 8:42
914	1785	2021-09-02 19:07
915	1804	2021-09-02 15:13
916	1815	2021-09-02 3:36
917	1849	2021-09-03 3:36
918	1860	2021-09-03 20:34
919	1863	2021-09-03 22:49
920	1892	2021-09-04 12:39
921	1900	2021-09-04 19:38
922	1915	2021-09-04 5:16
923	1955	2021-09-05 0:50
924	1963	2021-09-05 20:01
925	1982	2021-09-05 5:46
926	2003	2021-09-06 7:38
927	2008	2021-09-06 3:36
928	2019	2021-09-06 22:48
929	2047	2021-09-07 9:06
930	2068	2021-09-07 7:10
931	2088	2021-09-07 10:34
932	2108	2021-09-08 1:20
933	2122	2021-09-08 7:41
934	2123	2021-09-08 22:11
935	2183	2021-09-09 4:07
936	2191	2021-09-09 8:07
937	2201	2021-09-09 23:57
938	2214	2021-09-10 10:19
939	2216	2021-09-10 11:13
940	2243	2021-09-10 16:00
941	2260	2021-09-10 19:40
942	2284	2021-09-11 0:17
943	2305	2021-09-11 6:54
944	2315	2021-09-11 2:03
945	2327	2021-09-12 18:52
946	2349	2021-09-12 4:13
947	2376	2021-09-12 4:36
948	2402	2021-09-13 18:22
949	2412	2021-09-13 15:39
950	2426	2021-09-13 21:19
951	2451	2021-09-14 1:33
952	2470	2021-09-14 13:49
953	2480	2021-09-14 0:04
954	2499	2021-09-15 7:26
955	2518	2021-09-15 6:08
956	2527	2021-09-15 18:34
957	2566	2021-09-16 22:52
958	2580	2021-09-16 6:11
959	2584	2021-09-16 20:58
960	2607	2021-09-17 15:25
961	2622	2021-09-17 20:06
962	2638	2021-09-17 11:17
963	2665	2021-09-18 9:37
964	2677	2021-09-18 22:40
965	2696	2021-09-18 2:51
966	2726	2021-09-19 7:06
967	2736	2021-09-19 22:14
968	2745	2021-09-19 18:11
969	2772	2021-09-19 13:04
970	2777	2021-09-20 1:26
971	2818	2021-09-20 22:01
972	2830	2021-09-20 9:57
973	2839	2021-09-21 18:40
974	2872	2021-09-21 11:34
975	2883	2021-09-21 9:12
976	2913	2021-09-22 12:53
977	2922	2021-09-22 8:59
978	2935	2021-09-22 17:10
979	2948	2021-09-23 9:36
980	2973	2021-09-23 12:08
981	2981	2021-09-23 15:09
982	3004	2021-09-24 3:30
983	3012	2021-09-24 10:18
984	3013	2021-09-24 11:39
985	3038	2021-09-24 0:32
986	3099	2021-09-25 2:14
987	3101	2021-09-25 9:24
988	3113	2021-09-26 21:02
989	3116	2021-09-26 17:53
990	3133	2021-09-26 15:38
991	3163	2021-09-26 12:21
992	3175	2021-09-27 19:22
993	3184	2021-09-27 17:57
994	3189	2021-09-27 22:31
995	3237	2021-09-28 2:31
996	3245	2021-09-28 9:21
997	3284	2021-09-29 19:01
998	3290	2021-09-29 3:29
999	3309	2021-09-29 14:20
1000	3315	2021-09-29 18:41
1001	3349	2021-09-30 9:43
1002	3359	2021-09-30 22:22
1003	3367	2021-09-30 7:04
1004	3394	2021-10-01 13:22
1005	3401	2021-10-01 4:44
1006	3429	2021-10-01 21:33
1007	3455	2021-10-02 12:49
1008	3467	2021-10-02 11:26
1009	3481	2021-10-02 16:48
1010	3513	2021-10-03 20:52
1011	3542	2021-10-03 14:40
1012	3547	2021-10-03 5:13
1013	3565	2021-10-04 22:27
1014	3570	2021-10-04 12:01
1015	3593	2021-10-04 14:59
1016	3621	2021-10-05 13:19
1017	3629	2021-10-05 23:46
1018	3641	2021-10-05 20:50
1019	31	2021-08-01 14:27
1020	49	2021-08-01 3:08
1021	52	2021-08-01 1:33
1022	70	2021-08-02 11:16
1023	78	2021-08-02 7:25
1024	86	2021-08-02 7:54
1025	115	2021-08-03 6:42
1026	144	2021-08-03 7:15
1027	153	2021-08-03 0:41
1028	182	2021-08-04 15:10
1029	185	2021-08-04 22:24
1030	194	2021-08-04 9:30
1031	235	2021-08-05 10:57
1032	257	2021-08-05 23:51
1033	273	2021-08-05 3:28
1034	277	2021-08-05 19:04
1035	311	2021-08-06 2:05
1036	319	2021-08-06 19:33
1037	340	2021-08-07 22:31
1038	348	2021-08-07 0:49
1039	367	2021-08-07 2:13
1040	400	2021-08-08 20:16
1041	425	2021-08-08 10:06
1042	429	2021-08-08 22:25
1043	439	2021-08-09 6:28
1044	448	2021-08-09 21:42
1045	486	2021-08-09 6:16
1046	515	2021-08-10 23:04
1047	525	2021-08-10 7:02
1048	550	2021-08-10 12:32
1049	555	2021-08-10 11:47
1050	566	2021-08-11 3:08
1051	584	2021-08-11 21:34
1052	601	2021-08-11 12:47
1053	621	2021-08-12 2:11
1054	628	2021-08-12 2:24
1055	647	2021-08-12 18:21
1056	673	2021-08-13 6:32
1057	701	2021-08-13 15:14
1058	718	2021-08-13 9:16
1059	722	2021-08-14 23:11
1060	742	2021-08-14 0:56
1061	756	2021-08-14 17:40
1062	782	2021-08-15 8:33
1063	787	2021-08-15 3:37
1064	793	2021-08-15 17:16
1065	851	2021-08-16 21:37
1066	855	2021-08-16 2:00
1067	883	2021-08-16 19:55
1068	896	2021-08-17 11:49
1069	911	2021-08-17 18:00
1070	927	2021-08-17 11:11
1071	949	2021-08-18 23:28
1072	973	2021-08-18 9:07
1073	991	2021-08-18 2:24
1074	1005	2021-08-19 20:13
1075	1018	2021-08-19 14:10
1076	1031	2021-08-19 1:34
1077	1059	2021-08-20 19:24
1078	1082	2021-08-20 14:01
1079	1091	2021-08-20 6:20
1080	1111	2021-08-21 0:38
1081	1139	2021-08-21 22:55
1082	1153	2021-08-21 16:24
1083	1160	2021-08-22 5:51
1084	1180	2021-08-22 6:34
1085	1210	2021-08-22 0:15
1086	1213	2021-08-23 5:07
1087	1223	2021-08-23 13:39
1088	1252	2021-08-23 11:27
1089	1271	2021-08-24 21:23
1090	1289	2021-08-24 16:33
1091	1303	2021-08-24 14:39
1092	1326	2021-08-24 0:40
1093	1331	2021-08-25 18:23
1094	1354	2021-08-25 5:14
1095	1367	2021-08-25 4:50
1096	1407	2021-08-26 23:59
1097	1425	2021-08-26 22:11
1098	1437	2021-08-27 21:27
1099	1451	2021-08-27 13:38
1100	1473	2021-08-27 11:59
1101	1485	2021-08-27 0:55
1102	1507	2021-08-28 6:42
1103	1532	2021-08-28 4:24
1104	1535	2021-08-28 21:28
1105	1559	2021-08-29 10:52
1106	1585	2021-08-29 20:19
1107	1614	2021-08-30 3:34
1108	1629	2021-08-30 17:11
1109	1630	2021-08-30 16:50
1110	1649	2021-08-30 2:19
1111	1663	2021-08-31 21:10
1112	1685	2021-08-31 2:46
1113	1719	2021-09-01 0:06
1114	1729	2021-09-01 13:44
1115	1738	2021-09-01 7:46
1116	1748	2021-09-01 15:55
1117	1788	2021-09-02 1:53
1118	1796	2021-09-02 5:02
1119	1806	2021-09-02 4:56
1120	1833	2021-09-03 6:52
1121	1837	2021-09-03 8:38
1122	1865	2021-09-03 12:10
1123	1887	2021-09-04 19:47
1124	1902	2021-09-04 17:22
1125	1919	2021-09-04 4:11
1126	1943	2021-09-05 23:53
1127	1949	2021-09-05 11:14
1128	1967	2021-09-05 8:43
1129	1987	2021-09-06 5:15
1130	1993	2021-09-06 21:41
1131	2007	2021-09-06 19:20
1132	2043	2021-09-07 8:59
1133	2052	2021-09-07 9:39
1134	2059	2021-09-07 8:51
1135	2103	2021-09-08 10:11
1136	2115	2021-09-08 2:00
1137	2144	2021-09-08 19:28
1138	2172	2021-09-09 18:53
1139	2186	2021-09-09 7:39
1140	2202	2021-09-09 3:06
1141	2208	2021-09-09 3:59
1142	2225	2021-09-10 22:53
1143	2245	2021-09-10 17:39
1144	2246	2021-09-10 7:13
1145	2287	2021-09-11 16:33
1146	2293	2021-09-11 14:47
1147	2316	2021-09-11 0:20
1148	2347	2021-09-12 12:21
1149	2362	2021-09-12 6:20
1150	2372	2021-09-12 2:26
1151	2381	2021-09-13 10:39
1152	2392	2021-09-13 0:34
1153	2424	2021-09-13 16:25
1154	2439	2021-09-14 9:06
1155	2455	2021-09-14 13:27
1156	2473	2021-09-14 6:21
1157	2496	2021-09-15 9:05
1158	2514	2021-09-15 18:12
1159	2528	2021-09-15 7:36
1160	2549	2021-09-15 8:33
1161	2559	2021-09-16 9:55
1162	2563	2021-09-16 13:59
1163	2608	2021-09-17 16:38
1164	2621	2021-09-17 20:52
1165	2633	2021-09-17 5:15
1166	2652	2021-09-17 1:53
1167	2685	2021-09-18 7:00
1168	2701	2021-09-18 23:27
1169	2705	2021-09-18 12:46
1170	2725	2021-09-19 4:59
1171	2728	2021-09-19 6:32
1172	2766	2021-09-19 8:58
1173	2795	2021-09-20 9:34
1174	2803	2021-09-20 2:28
1175	2807	2021-09-20 0:10
1176	2842	2021-09-21 18:26
1177	2870	2021-09-21 4:59
1178	2882	2021-09-21 11:09
1179	2891	2021-09-22 5:41
1180	2904	2021-09-22 17:36
1181	2909	2021-09-22 6:51
1182	2949	2021-09-23 16:15
1183	2956	2021-09-23 0:32
1184	2959	2021-09-23 16:27
1185	2999	2021-09-23 13:50
1186	3019	2021-09-24 0:31
1187	3044	2021-09-24 6:19
1188	3060	2021-09-25 12:19
1189	3065	2021-09-25 16:07
1190	3097	2021-09-25 6:22
1191	3106	2021-09-25 20:23
1192	3146	2021-09-26 21:42
1193	3157	2021-09-26 7:32
1194	3166	2021-09-26 16:41
1195	3180	2021-09-27 17:54
1196	3183	2021-09-27 22:11
1197	3217	2021-09-27 20:31
1198	3240	2021-09-28 19:43
1199	3243	2021-09-28 1:21
1200	3273	2021-09-28 10:13
1201	3289	2021-09-29 5:29
1202	3302	2021-09-29 15:47
1203	3333	2021-09-29 10:15
1204	3343	2021-09-30 7:40
1205	3346	2021-09-30 11:59
1206	3389	2021-09-30 16:13
1207	3397	2021-10-01 1:14
1208	3419	2021-10-01 0:48
1209	3424	2021-10-01 0:02
1210	3443	2021-10-01 0:32
1211	3463	2021-10-02 3:49
1212	3493	2021-10-02 20:00
1213	3507	2021-10-03 17:02
1214	3525	2021-10-03 19:49
1215	3534	2021-10-03 9:57
1216	3571	2021-10-04 3:17
1217	3581	2021-10-04 15:19
1218	3597	2021-10-04 9:46
1219	3611	2021-10-05 19:24
1220	3625	2021-10-05 19:23
1221	3655	2021-10-05 23:46
1222	15	2021-08-01 14:09
1223	38	2021-08-01 11:01
1224	44	2021-08-01 21:54
1225	58	2021-08-01 4:56
1226	64	2021-08-02 10:23
1227	100	2021-08-02 0:32
1228	149	2021-08-03 15:45
1229	156	2021-08-03 11:58
1230	158	2021-08-03 10:33
1231	165	2021-08-04 20:42
1232	188	2021-08-04 16:23
1233	213	2021-08-04 5:47
1234	215	2021-08-04 21:38
1235	221	2021-08-05 9:01
1236	243	2021-08-05 8:34
1237	276	2021-08-05 4:32
1238	296	2021-08-06 3:31
1239	302	2021-08-06 21:36
1240	325	2021-08-06 4:19
1241	359	2021-08-07 23:55
1242	380	2021-08-07 6:34
1243	382	2021-08-08 15:25
1244	402	2021-08-08 5:43
1245	413	2021-08-08 22:26
1246	436	2021-08-08 0:37
1247	463	2021-08-09 4:09
1248	474	2021-08-09 2:51
1249	482	2021-08-09 10:48
1250	517	2021-08-10 10:47
1251	520	2021-08-10 12:20
1252	554	2021-08-10 6:56
1253	585	2021-08-11 8:13
1254	593	2021-08-11 18:04
1255	598	2021-08-11 23:28
1256	624	2021-08-12 7:11
1257	638	2021-08-12 2:11
1258	657	2021-08-12 7:35
1259	675	2021-08-13 17:34
1260	684	2021-08-13 14:46
1261	709	2021-08-13 17:26
1262	736	2021-08-14 13:43
1263	755	2021-08-14 12:00
1264	758	2021-08-14 15:21
1265	761	2021-08-14 19:21
1266	790	2021-08-15 16:47
1267	823	2021-08-15 7:53
1268	837	2021-08-16 6:33
1269	853	2021-08-16 21:12
1270	871	2021-08-16 13:56
1271	901	2021-08-17 19:12
1272	921	2021-08-17 14:28
1273	934	2021-08-17 1:15
1274	936	2021-08-17 17:02
1275	966	2021-08-18 19:52
1276	982	2021-08-18 11:32
1277	998	2021-08-19 3:19
1278	1011	2021-08-19 2:05
1279	1012	2021-08-19 10:37
1280	1019	2021-08-19 16:21
1281	1075	2021-08-20 21:21
1282	1094	2021-08-20 8:12
1283	1110	2021-08-21 5:54
1284	1112	2021-08-21 8:51
1285	1141	2021-08-21 23:57
1286	1154	2021-08-22 18:12
1287	1159	2021-08-22 21:33
1288	1185	2021-08-22 3:41
1289	1202	2021-08-22 12:58
1290	1228	2021-08-23 3:08
1291	1256	2021-08-23 3:28
1292	1272	2021-08-24 22:08
1293	1300	2021-08-24 12:53
1294	1314	2021-08-24 0:24
1295	1324	2021-08-24 6:51
1296	1352	2021-08-25 8:19
1297	1363	2021-08-25 22:09
1298	1381	2021-08-25 10:50
1299	1392	2021-08-26 18:29
1300	1403	2021-08-26 15:39
1301	1428	2021-08-26 7:49
1302	1446	2021-08-27 4:05
1303	1459	2021-08-27 1:31
1304	1465	2021-08-27 18:19
1305	1508	2021-08-28 16:38
1306	1521	2021-08-28 8:34
1307	1542	2021-08-28 19:31
1308	1545	2021-08-29 7:07
1309	1566	2021-08-29 20:08
1310	1594	2021-08-29 14:11
1311	1612	2021-08-30 1:52
1312	1633	2021-08-30 15:38
1313	1639	2021-08-30 19:05
1314	1651	2021-08-31 23:01
1315	1653	2021-08-31 3:19
1316	1692	2021-08-31 4:49
1317	1726	2021-09-01 0:14
1318	1737	2021-09-01 3:37
1319	1752	2021-09-01 22:29
1320	1766	2021-09-02 22:00
1321	1781	2021-09-02 11:21
1322	1807	2021-09-02 21:14
1323	1824	2021-09-03 22:59
1324	1829	2021-09-03 22:32
1325	1862	2021-09-03 20:30
1326	1872	2021-09-04 8:35
1327	1897	2021-09-04 19:24
1328	1925	2021-09-04 15:22
1329	1931	2021-09-05 17:22
1330	1956	2021-09-05 5:22
1331	1966	2021-09-05 21:05
1332	2015	2021-09-06 2:51
1333	2020	2021-09-06 20:02
1334	2022	2021-09-06 17:47
1335	2033	2021-09-06 0:39
1336	2069	2021-09-07 23:20
1337	2072	2021-09-07 9:12
1338	2106	2021-09-08 12:11
1339	2109	2021-09-08 13:20
1340	2125	2021-09-08 21:50
1341	2141	2021-09-08 14:27
1342	2190	2021-09-09 12:10
1343	2203	2021-09-09 7:13
1344	2206	2021-09-09 19:26
1345	2212	2021-09-10 17:45
1346	2258	2021-09-10 18:49
1347	2265	2021-09-10 7:56
1348	2270	2021-09-11 1:41
1349	2283	2021-09-11 6:56
1350	2286	2021-09-11 15:15
1351	2334	2021-09-12 21:53
1352	2351	2021-09-12 9:27
1353	2365	2021-09-12 10:36
1354	2367	2021-09-12 23:33
1355	2389	2021-09-13 18:54
1356	2404	2021-09-13 6:31
1357	2436	2021-09-14 3:47
1358	2459	2021-09-14 15:24
1359	2477	2021-09-14 16:54
1360	2489	2021-09-14 20:29
1361	2502	2021-09-15 4:33
1362	2521	2021-09-15 19:10
1363	2538	2021-09-15 18:29
1364	2556	2021-09-16 15:16
1365	2574	2021-09-16 19:11
1366	2601	2021-09-16 16:51
1367	2620	2021-09-17 11:24
1368	2644	2021-09-17 2:38
1369	2656	2021-09-17 23:02
1370	2676	2021-09-18 2:11
1371	2687	2021-09-18 21:36
1372	2715	2021-09-18 6:51
1373	2733	2021-09-19 18:46
1374	2749	2021-09-19 14:18
1375	2758	2021-09-19 7:25
1376	2781	2021-09-20 18:23
1377	2786	2021-09-20 7:13
1378	2816	2021-09-20 16:32
1379	2819	2021-09-20 10:32
1380	2845	2021-09-21 23:54
1381	2873	2021-09-21 2:26
1382	2885	2021-09-22 17:57
1383	2896	2021-09-22 6:51
1384	2906	2021-09-22 1:01
1385	2912	2021-09-22 18:01
1386	2961	2021-09-23 18:17
1387	2966	2021-09-23 12:04
1388	2996	2021-09-23 11:55
1389	3003	2021-09-24 9:33
1390	3023	2021-09-24 20:33
1391	3053	2021-09-24 5:49
1392	3071	2021-09-25 6:48
1393	3079	2021-09-25 1:00
1394	3090	2021-09-25 19:59
1395	3140	2021-09-26 4:14
1396	3153	2021-09-26 14:19
1397	3159	2021-09-26 0:10
1398	3172	2021-09-27 2:41
1399	3173	2021-09-27 17:23
1400	3218	2021-09-27 23:17
1401	3220	2021-09-28 20:31
1402	3254	2021-09-28 5:41
1403	3265	2021-09-28 23:14
1404	3276	2021-09-29 3:24
1405	3301	2021-09-29 10:34
1406	3316	2021-09-29 18:02
1407	3340	2021-09-30 17:07
1408	3353	2021-09-30 9:21
1409	3361	2021-09-30 16:28
1410	3390	2021-09-30 21:57
1411	3417	2021-10-01 20:59
1412	3437	2021-10-01 7:44
1413	3449	2021-10-02 7:16
1414	3456	2021-10-02 1:44
1415	3482	2021-10-02 0:41
1416	3489	2021-10-02 11:54
1417	3501	2021-10-03 1:39
1418	3520	2021-10-03 19:21
1419	3538	2021-10-03 5:23
1420	3589	2021-10-04 8:23
1421	3596	2021-10-04 16:10
1422	3606	2021-10-05 13:10
1423	3626	2021-10-05 11:18
1424	3633	2021-10-05 21:26
1425	3660	2021-10-05 12:52
1426	12	2021-08-01 11:05
1427	37	2021-08-01 22:58
1428	56	2021-08-01 1:00
1429	77	2021-08-02 20:29
1430	95	2021-08-02 20:08
1431	102	2021-08-02 12:51
1432	123	2021-08-03 5:54
1433	138	2021-08-03 5:49
1434	155	2021-08-03 0:16
1435	184	2021-08-04 1:59
1436	214	2021-08-04 9:54
1437	220	2021-08-05 6:13
1438	256	2021-08-05 3:27
1439	264	2021-08-05 0:00
1440	270	2021-08-05 7:16
1441	295	2021-08-06 12:36
1442	317	2021-08-06 22:33
1443	328	2021-08-06 19:04
1444	331	2021-08-07 12:01
1445	337	2021-08-07 6:43
1446	343	2021-08-07 18:23
1447	392	2021-08-08 6:02
1448	417	2021-08-08 14:24
1449	432	2021-08-08 9:43
1450	443	2021-08-09 1:22
1451	455	2021-08-09 4:08
1452	475	2021-08-09 1:01
1453	498	2021-08-10 3:08
1454	510	2021-08-10 14:19
1455	524	2021-08-10 21:41
1456	562	2021-08-11 14:44
1457	582	2021-08-11 11:46
1458	600	2021-08-11 16:54
1459	608	2021-08-12 17:07
1460	637	2021-08-12 8:08
1461	651	2021-08-12 16:14
1462	678	2021-08-13 0:26
1463	683	2021-08-13 8:11
1464	695	2021-08-13 23:23
1465	717	2021-08-13 2:52
1466	732	2021-08-14 1:12
1467	752	2021-08-14 23:32
1468	771	2021-08-14 15:08
1469	788	2021-08-15 3:37
1470	797	2021-08-15 5:38
1471	822	2021-08-15 16:26
1472	852	2021-08-16 8:24
1473	865	2021-08-16 5:27
1474	870	2021-08-16 23:19
1475	894	2021-08-17 23:19
1476	909	2021-08-17 5:59
1477	935	2021-08-17 14:30
1478	967	2021-08-18 22:52
1479	975	2021-08-18 13:44
1480	993	2021-08-18 17:28
1481	1006	2021-08-19 0:41
1482	1028	2021-08-19 23:18
1483	1048	2021-08-19 22:48
1484	1054	2021-08-20 19:57
1485	1072	2021-08-20 0:02
1486	1086	2021-08-20 18:50
1487	1131	2021-08-21 2:37
1488	1133	2021-08-21 5:10
1489	1152	2021-08-21 4:34
1490	1179	2021-08-22 23:15
1491	1197	2021-08-22 19:56
1492	1204	2021-08-22 5:51
1493	1226	2021-08-23 19:49
1494	1235	2021-08-23 17:11
1495	1241	2021-08-23 9:07
1496	1279	2021-08-24 20:07
1497	1312	2021-08-24 5:31
1498	1323	2021-08-24 3:07
1499	1332	2021-08-25 22:58
1500	1351	2021-08-25 9:59
1501	1366	2021-08-25 14:52
1502	1383	2021-08-26 21:20
1503	1422	2021-08-26 1:32
1504	1423	2021-08-26 3:09
1505	1438	2021-08-27 21:55
1506	1447	2021-08-27 23:09
1507	1487	2021-08-27 20:09
1508	1503	2021-08-28 5:26
1509	1509	2021-08-28 7:41
1510	1519	2021-08-28 14:47
1511	1548	2021-08-29 12:13
1512	1573	2021-08-29 6:03
1513	1591	2021-08-29 6:54
1514	1603	2021-08-30 9:46
1515	1621	2021-08-30 21:57
1516	1641	2021-08-30 18:27
1517	1657	2021-08-31 21:59
1518	1664	2021-08-31 0:34
1519	1674	2021-08-31 11:40
1520	1714	2021-09-01 6:14
1521	1727	2021-09-01 17:39
1522	1755	2021-09-01 22:08
1523	1764	2021-09-02 19:41
1524	1768	2021-09-02 0:10
1525	1794	2021-09-02 14:22
1526	1819	2021-09-03 12:15
1527	1832	2021-09-03 14:42
1528	1846	2021-09-03 17:16
1529	1857	2021-09-03 14:41
1530	1883	2021-09-04 15:38
1531	1908	2021-09-04 16:12
1532	1928	2021-09-05 14:35
1533	1941	2021-09-05 1:34
1534	1960	2021-09-05 0:12
1535	1977	2021-09-05 4:41
1536	1998	2021-09-06 1:09
1537	2023	2021-09-06 0:27
1538	2029	2021-09-06 6:40
1539	2050	2021-09-07 23:50
1540	2067	2021-09-07 2:58
1541	2081	2021-09-07 20:32
1542	2126	2021-09-08 6:03
1543	2131	2021-09-08 5:31
1544	2136	2021-09-08 18:58
1545	2163	2021-09-09 13:51
1546	2178	2021-09-09 15:13
1547	2196	2021-09-09 18:22
1548	2228	2021-09-10 19:35
1549	2229	2021-09-10 10:26
1550	2251	2021-09-10 0:02
1551	2269	2021-09-11 14:40
1552	2278	2021-09-11 23:27
1553	2301	2021-09-11 12:40
1554	2314	2021-09-11 14:51
1555	2333	2021-09-12 16:22
1556	2356	2021-09-12 22:58
1557	2380	2021-09-12 4:54
1558	2401	2021-09-13 9:09
1559	2421	2021-09-13 5:23
1560	2428	2021-09-13 18:54
1561	2434	2021-09-14 11:12
1562	2466	2021-09-14 3:28
1563	2492	2021-09-14 17:17
1564	2509	2021-09-15 1:39
1565	2533	2021-09-15 1:59
1566	2547	2021-09-15 21:25
1567	2561	2021-09-16 19:07
1568	2569	2021-09-16 5:43
1569	2572	2021-09-16 17:41
1570	2605	2021-09-17 13:36
1571	2641	2021-09-17 9:40
1572	2654	2021-09-17 11:20
1573	2670	2021-09-18 6:56
1574	2673	2021-09-18 20:31
1575	2693	2021-09-18 4:25
1576	2716	2021-09-19 13:37
1577	2729	2021-09-19 14:59
1578	2757	2021-09-19 16:41
1579	2768	2021-09-19 0:50
1580	2784	2021-09-20 14:22
1581	2800	2021-09-20 20:14
1582	2824	2021-09-20 20:08
1583	2862	2021-09-21 0:45
1584	2869	2021-09-21 18:55
1585	2877	2021-09-21 7:52
1586	2914	2021-09-22 20:13
1587	2927	2021-09-22 22:54
1588	2941	2021-09-22 14:20
1589	2964	2021-09-23 1:35
1590	2970	2021-09-23 16:52
1591	2986	2021-09-23 17:18
1592	3008	2021-09-24 4:42
1593	3034	2021-09-24 7:25
1594	3046	2021-09-24 9:49
1595	3067	2021-09-25 16:03
1596	3078	2021-09-25 10:26
1597	3082	2021-09-25 13:20
1598	3126	2021-09-26 3:51
1599	3129	2021-09-26 16:34
1600	3147	2021-09-26 13:09
1601	3168	2021-09-27 19:10
1602	3192	2021-09-27 14:51
1603	3199	2021-09-27 19:50
1604	3214	2021-09-27 7:40
1605	3244	2021-09-28 8:19
1606	3264	2021-09-28 10:39
1607	3295	2021-09-29 12:54
1608	3303	2021-09-29 9:26
1609	3308	2021-09-29 9:00
1610	3327	2021-09-29 12:52
1611	3362	2021-09-30 19:28
1612	3381	2021-09-30 21:34
1613	3384	2021-09-30 7:16
1614	3404	2021-10-01 13:18
1615	3410	2021-10-01 19:59
1616	3428	2021-10-01 8:11
1617	3468	2021-10-02 3:25
1618	3494	2021-10-02 12:38
1619	3496	2021-10-02 4:12
1620	3502	2021-10-03 14:13
1621	3545	2021-10-03 17:35
1622	3548	2021-10-03 1:11
1623	3585	2021-10-04 19:07
1624	3587	2021-10-04 4:03
1625	3601	2021-10-04 20:17
1626	3630	2021-10-05 10:35
1627	3646	2021-10-05 22:35
1628	3659	2021-10-05 20:17
1629	11	2021-08-01 21:27
1630	14	2021-08-01 9:27
1631	42	2021-08-01 11:12
1632	66	2021-08-02 7:13
1633	79	2021-08-02 3:38
1634	80	2021-08-02 3:28
1635	119	2021-08-03 11:53
1636	147	2021-08-03 20:09
1637	161	2021-08-03 19:21
1638	169	2021-08-04 1:44
1639	178	2021-08-04 13:23
1640	198	2021-08-04 19:06
1641	229	2021-08-05 1:11
1642	238	2021-08-05 23:46
1643	260	2021-08-05 19:00
1644	279	2021-08-06 9:42
1645	286	2021-08-06 6:15
1646	309	2021-08-06 18:37
1647	353	2021-08-07 1:14
1648	366	2021-08-07 0:06
1649	375	2021-08-07 17:48
1650	386	2021-08-08 21:20
1651	410	2021-08-08 1:47
1652	437	2021-08-08 21:14
1653	467	2021-08-09 19:44
1654	473	2021-08-09 12:55
1655	483	2021-08-09 10:41
1656	499	2021-08-10 13:16
1657	521	2021-08-10 14:13
1658	535	2021-08-10 10:29
1659	540	2021-08-10 22:34
1660	576	2021-08-11 17:49
1661	592	2021-08-11 21:04
1662	610	2021-08-12 9:47
1663	625	2021-08-12 7:26
1664	631	2021-08-12 2:39
1665	643	2021-08-12 23:22
1666	694	2021-08-13 13:25
1667	706	2021-08-13 3:36
1668	715	2021-08-13 15:58
1669	724	2021-08-14 5:51
1670	764	2021-08-14 19:19
1671	777	2021-08-14 8:09
1672	804	2021-08-15 8:55
1673	808	2021-08-15 15:50
1674	817	2021-08-15 16:13
1675	833	2021-08-16 18:17
1676	842	2021-08-16 1:31
1677	877	2021-08-16 16:37
1678	904	2021-08-17 11:24
1679	914	2021-08-17 12:03
1680	938	2021-08-17 4:56
1681	942	2021-08-18 13:51
1682	977	2021-08-18 15:57
1683	990	2021-08-18 8:21
1684	1000	2021-08-19 8:47
1685	1032	2021-08-19 9:39
1686	1041	2021-08-19 9:54
1687	1060	2021-08-20 23:44
1688	1088	2021-08-20 9:28
1689	1093	2021-08-20 21:30
1690	1120	2021-08-21 21:54
1691	1129	2021-08-21 9:47
1692	1149	2021-08-21 8:21
1693	1181	2021-08-22 10:23
1694	1189	2021-08-22 3:12
1695	1206	2021-08-22 21:46
1696	1224	2021-08-23 10:42
1697	1238	2021-08-23 17:16
1698	1265	2021-08-23 17:27
1699	1284	2021-08-24 8:30
1700	1292	2021-08-24 7:26
1701	1317	2021-08-24 12:23
1702	1338	2021-08-25 6:37
1703	1360	2021-08-25 5:15
1704	1361	2021-08-25 2:59
1705	1371	2021-08-25 8:03
1706	1408	2021-08-26 10:05
1707	1424	2021-08-26 8:48
1708	1445	2021-08-27 3:08
1709	1448	2021-08-27 2:19
1710	1462	2021-08-27 0:35
1711	1490	2021-08-28 0:42
1712	1506	2021-08-28 22:08
1713	1525	2021-08-28 21:57
1714	1528	2021-08-28 12:50
1715	1555	2021-08-29 8:02
1716	1582	2021-08-29 6:22
1717	1607	2021-08-30 11:38
1718	1622	2021-08-30 21:29
1719	1628	2021-08-30 2:38
1720	1659	2021-08-31 15:39
1721	1670	2021-08-31 4:06
1722	1682	2021-08-31 6:21
1723	1725	2021-09-01 4:16
1724	1734	2021-09-01 15:54
1725	1750	2021-09-01 4:26
1726	1761	2021-09-02 6:46
1727	1777	2021-09-02 12:30
1728	1801	2021-09-02 21:17
1729	1802	2021-09-02 5:51
1730	1838	2021-09-03 9:48
1731	1848	2021-09-03 16:46
1732	1858	2021-09-03 9:46
