NO	MENU	COUNT	PRICE	RECEIPT
1248	218	1	2000	285
1249	217	1	1000	285
1250	214	1	13900	285
1251	208	1	900	285
1252	208	1	900	286
1253	210	1	8900	286
1254	211	1	9900	286
1255	212	1	8900	286
1256	217	1	1000	286
1257	218	1	2000	286
1258	216	1	1000	286
1259	208	1	900	287
1260	212	1	8900	287
1261	214	1	13900	287
1262	216	1	1000	287
1263	218	1	2000	287
1264	215	1	4900	287
1265	208	1	900	288
1266	210	1	8900	288
1267	213	1	9900	288
1268	214	1	13900	288
1269	217	1	1000	288
1270	218	1	2000	288
1271	216	1	1000	288
1272	208	1	900	289
1273	209	1	8300	289
1274	212	1	8900	289
1275	214	1	13900	289
1276	217	1	1000	289
1277	218	1	2000	289
1278	216	1	1000	289
1279	208	1	900	290
1280	212	1	8900	290
1281	214	1	13900	290
1282	216	1	1000	290
1283	219	1	2000	290
1284	217	1	1000	290
1285	218	1	2000	290
1286	209	1	8300	290
1287	210	1	8900	290
1288	210	1	8900	291
1289	209	1	8300	291
1290	211	1	9900	291
1291	213	1	9900	291
1292	216	1	1000	291
1293	218	1	2000	291
1294	208	1	900	292
1295	210	1	8900	292
1296	213	1	9900	292
1297	215	1	4900	292
1298	214	1	13900	292
1299	217	1	1000	292
1300	216	1	1000	292
1301	218	1	2000	292
1302	223	1	12900	293
1303	226	1	18900	293
1304	227	1	4900	293
1305	223	1	12900	294
1306	226	1	18900	294
1307	224	1	8900	294
1308	225	1	35000	294
1309	223	1	12900	295
1310	225	1	35000	295
1311	227	1	4900	295
1312	223	1	12900	296
1313	226	1	18900	296
1314	225	1	35000	296
1315	227	1	4900	296
1316	224	1	8900	297
1317	225	1	35000	297
1318	227	1	4900	297
1319	224	1	8900	298
1320	225	1	35000	298
1321	223	1	12900	298
1322	227	1	4900	298
1323	224	1	8900	299
1324	225	1	35000	299
1325	223	1	12900	300
1326	227	1	4900	300
1327	225	1	35000	300
1328	229	1	52900	301
1329	232	1	29000	301
1330	231	1	22400	301
1331	236	1	15000	301
1332	237	1	10900	302
1333	238	1	10900	302
1334	241	1	22900	302
1335	238	1	10900	303
1336	239	1	13900	303
1337	243	1	31900	303
1338	237	1	10900	304
1339	240	1	14900	304
1340	242	1	22900	304
1341	240	1	14900	305
1342	244	1	3900	305
1343	242	1	22900	305
1344	243	1	31900	305
1345	241	1	22900	306
1346	245	1	3900	306
1347	244	1	3900	306
1348	243	1	31900	306
1349	239	1	13900	307
1350	241	1	22900	307
1351	243	1	31900	307
1352	242	1	22900	307
1353	242	1	22900	308
1354	244	1	3900	308
1355	243	1	31900	308
1356	241	1	22900	308
1357	238	1	10900	308
1358	237	1	10900	309
1359	240	1	14900	309
1360	241	1	22900	309
1361	243	1	31900	309
1362	242	1	22900	309
1363	241	1	22900	310
1364	240	1	14900	310
1365	238	1	10900	310
1366	238	1	10900	311
1367	239	1	13900	311
1368	240	1	14900	311
1369	237	1	10900	312
1370	241	1	22900	312
1371	240	1	14900	312
1372	243	1	31900	312
1373	247	1	4900	313
1374	248	1	4900	313
1375	249	1	4900	313
1376	251	1	14900	313
1377	254	1	14900	313
1378	255	1	15900	313
1379	246	1	4900	314
1380	250	1	13900	314
1381	253	1	3900	314
1382	254	1	14900	314
1383	251	1	14900	314
1384	246	1	4900	315
1385	251	1	14900	315
1386	255	1	15900	315
1387	252	1	5900	315
1388	247	1	4900	316
1389	250	1	13900	316
1390	253	1	3900	316
1391	251	1	14900	316
1392	252	1	5900	316
1393	247	1	4900	317
1394	252	1	5900	317
1395	255	1	15900	317
1396	254	1	14900	317
1397	247	1	4900	318
1398	250	1	13900	318
1399	254	1	14900	318
1400	253	1	3900	318
1401	251	1	14900	318
1402	247	1	4900	319
1403	251	1	14900	319
1404	256	1	3500	320
1405	259	1	8600	320
1406	261	1	8300	320
1407	260	1	9500	320
1408	256	1	3500	321
1409	257	1	11500	321
1410	258	1	2800	321
1411	257	1	11500	322
1412	258	1	2800	322
1413	259	1	8600	322
1414	261	1	8300	322
1415	256	1	3500	323
1416	259	1	8600	323
1417	258	1	2800	323
1418	257	1	11500	323
1419	261	1	8300	323
1420	260	1	9500	323
1421	257	1	11500	324
1422	259	1	8600	324
1423	258	1	2800	324
1424	259	1	8600	325
1425	256	1	3500	325
1426	262	1	8900	326
1427	263	1	4900	326
1428	267	1	2500	326
1429	262	1	8900	327
1430	265	1	5700	327
1431	266	1	2000	327
1432	262	1	8900	328
1433	265	1	5700	328
1434	267	1	2500	328
1435	262	1	8900	329
1436	264	1	12900	329
1437	267	1	2500	329
1438	262	1	8900	330
1439	267	1	2500	330
1440	266	1	2000	330
1441	265	1	5700	331
1442	266	1	2000	331
1443	263	1	4900	332
1444	267	1	2500	332
1445	265	1	5700	333
1446	266	1	2000	333
1447	268	1	13900	334
1448	272	1	14900	334
1449	269	1	12900	335
1450	271	1	12900	335
1451	272	1	14900	335
1452	268	1	13900	336
1453	271	1	12900	336
1454	270	1	13900	336
1455	273	1	15900	336
1456	269	1	12900	337
1457	273	1	15900	337
1458	272	1	14900	337
1459	271	1	12900	337
1460	268	1	13900	338
1461	269	1	12900	338
1462	273	1	15900	338
1463	272	1	14900	338
1464	270	1	13900	339
1465	273	1	15900	339
1466	269	1	12900	339
1467	271	1	12900	340
1468	272	1	14900	340
1469	269	1	12900	340
1470	271	1	12900	341
1471	269	1	12900	341
1472	274	1	16000	342
1473	275	1	18000	342
1474	277	1	16000	342
1475	280	1	24000	342
1476	279	1	16500	343
1477	282	1	19000	343
1478	280	1	24000	343
1479	274	1	16000	344
1480	278	1	24000	344
1481	281	1	56000	344
1482	280	1	24000	344
1483	274	1	16000	345
1484	277	1	16000	345
1485	278	1	24000	345
1486	276	1	14800	346
1487	275	1	18000	346
1488	280	1	24000	346
1489	281	1	56000	346
1490	278	1	24000	347
1491	277	1	16000	347
1492	280	1	24000	347
1493	282	1	19000	347
1494	277	1	16000	348
1495	282	1	19000	348
1496	279	1	16500	348
1497	280	1	24000	348
1498	275	1	18000	349
1499	277	1	16000	349
1500	280	1	24000	349
1501	281	1	56000	349
1502	275	1	18000	350
1503	278	1	24000	350
1504	276	1	14800	350
1505	275	1	18000	351
1506	277	1	16000	351
1507	276	1	14800	351
1508	284	1	37900	352
1509	285	1	12900	352
1510	288	1	21900	352
1511	284	1	37900	353
1512	286	1	10900	353
1513	283	1	37900	353
1514	283	1	37900	354
1515	286	1	10900	354
1516	288	1	21900	354
1517	283	1	37900	355
1518	285	1	12900	355
1519	286	1	10900	355
1520	284	1	37900	356
1521	285	1	12900	356
1522	288	1	21900	356
1523	284	1	37900	357
1524	286	1	10900	357
1525	285	1	12900	357
1526	283	1	37900	358
1527	286	1	10900	358
1528	289	1	31900	359
1529	292	1	14000	359
1530	293	1	14000	359
1531	289	1	31900	360
1532	291	1	27900	360
1533	290	1	29000	360
1534	297	1	43000	360
1535	298	1	55000	360
1536	297	1	43000	361
1537	298	1	55000	361
1538	296	1	42000	361
1539	299	1	47000	361
1540	296	1	42000	362
1541	297	1	43000	362
1542	298	1	55000	362
1543	299	1	47000	362
1544	296	2	42000	363
1545	297	1	43000	363
1546	298	1	55000	363
1547	299	1	47000	363
1548	296	1	42000	364
1549	297	1	43000	364
1550	298	1	55000	364
1551	299	1	47000	364
1552	296	1	42000	365
1553	297	1	43000	365
1554	298	1	55000	365
1555	299	1	47000	365
1556	296	1	42000	366
1557	297	1	43000	366
1558	298	1	55000	366
1559	299	1	47000	366
1560	289	1	31900	367
1561	292	1	14000	367
1562	293	1	14000	367
1563	297	1	43000	367
1564	296	1	42000	367
1565	292	1	14000	368
1566	295	1	18000	368
1567	293	1	14000	368
1568	298	1	55000	368
1569	296	1	42000	368
1570	299	1	47000	368
1571	300	1	15000	369
1572	302	1	13900	369
1573	303	1	15900	369
1574	300	1	15000	370
1575	302	1	13900	370
1576	301	1	14900	370
1577	304	1	15900	370
1578	307	1	36900	370
1579	302	1	13900	371
1580	305	1	15900	371
1581	303	1	15900	371
1582	304	1	15900	371
1583	307	1	36900	371
1584	306	1	33500	371
1585	302	1	13900	372
1586	305	1	15900	372
1587	304	1	15900	372
1588	307	1	36900	372
1589	302	1	13900	373
1590	303	1	15900	373
1591	307	1	36900	373
1592	301	1	14900	374
1593	302	1	13900	374
1594	303	1	15900	374
1595	304	1	15900	374
1596	307	1	36900	374
1597	302	1	13900	375
1598	303	1	15900	375
1599	305	1	15900	375
1600	304	1	15900	375
1601	306	1	33500	375
1602	308	1	14900	376
1603	309	1	14900	376
1604	310	1	14990	376
1605	311	1	23900	376
1606	313	1	65900	376
1607	309	1	14900	377
1608	313	1	65900	377
1609	314	1	30900	377
1610	312	1	44900	377
1611	309	1	14900	378
1612	310	1	14990	378
1613	313	1	65900	378
1614	314	1	30900	378
1615	311	1	23900	379
1616	309	1	14900	379
1617	312	1	44900	379
1618	309	1	14900	380
1619	310	1	14990	380
1620	313	1	65900	380
1621	308	1	14900	381
1622	311	1	23900	381
1623	313	1	65900	381
1624	312	1	44900	381
1625	309	1	14900	382
1626	311	1	23900	382
1627	312	1	44900	382
1628	314	1	30900	382
1629	316	1	11900	383
1630	317	1	21900	383
1631	320	1	99800	383
1632	319	1	22900	383
1633	315	1	21900	384
1634	318	1	11900	384
1635	316	1	11900	384
1636	317	1	21900	384
1637	315	1	21900	385
1638	318	1	11900	385
1639	320	1	99800	385
1640	319	1	22900	385
1641	316	1	11900	386
1642	317	1	21900	386
1643	318	1	11900	386
1644	320	1	99800	386
1645	316	1	11900	387
1646	320	1	99800	387
1647	319	1	22900	387
1648	318	1	11900	387
1649	316	1	11900	388
1650	318	1	11900	388
1651	319	1	22900	388
1652	318	1	11900	389
1653	316	1	11900	389
1654	317	1	21900	389
1655	320	1	99800	389
1656	321	1	14900	390
1657	322	3	14900	390
1658	321	1	14900	391
1659	321	1	14900	392
1660	321	1	14900	393
1661	321	1	14900	394
1662	322	1	14900	394
1663	321	1	14900	395
1664	322	1	14900	395
1665	321	1	14900	396
1666	322	1	14900	396
1667	321	1	14900	397
1668	322	1	14900	397
